,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
107,C,Citigroup Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1477.59,26.15,2724.92,-1247.33,11.0,10.0,52.38,-547.96,-9.7,248.0,-125.0,9 days 04:34:17.142857142,21,61.9,38.1,2.18
108,CFG,Citizens Financial Group,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3867.15,59.05,4462.39,-595.24,20.0,7.0,74.07,-578.79,-8.84,223.0,-85.0,6 days 07:06:40.000000000,27,70.37,29.63,7.5
109,CTXS,Citrix Systems,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1334.58,14.24,1334.58,0.0,1.0,0.0001,99.99,-1319.79,-14.09,1335.0,0.0,231 days 00:00:00.000000000,1,0.0,100.0,inf
110,CME,CME Group Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,45758.77,46.13,57754.26,-11995.49,25.0,11.0,69.44,-3635.88,-3.67,2310.0,-1090.0,4 days 02:40:00.000000000,36,11.11,88.89,4.81
111,CMS,CMS Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,20369.46,32.77,20369.46,0.0,13.0,0.0001,100.0,-2499.75,-4.02,1567.0,0.0,10 days 11:04:36.923076923,13,84.62,15.38,inf
112,KO,Coca-Cola Company (The),Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3492.61,13.59,8479.06,-4986.45,16.0,13.0,55.17,-2471.26,-9.62,530.0,-384.0,5 days 23:10:20.689655172,29,27.59,72.41,1.7
113,CTSH,Cognizant Technology Solutions,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4722.56,45.93,6315.44,-1592.88,19.0,11.0,63.33,-1603.7,-15.6,332.0,-145.0,5 days 20:48:00.000000000,30,53.33,46.67,3.96
114,CL,Colgate-Palmolive,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7757.66,58.43,7920.3,-162.64,26.0,4.0,86.67,-716.87,-5.4,305.0,-41.0,5 days 14:24:00.000000000,30,46.67,53.33,48.7
115,CMCSA,Comcast Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1107.44,11.49,2900.2,-1792.76,21.0,7.0,75.0,-253.08,-2.63,138.0,-256.0,5 days 11:08:34.285714285,28,32.14,67.86,1.62
116,CMA,Comerica Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-627.8,-9.64,1635.36,-2263.16,10.0,9.0,52.63,-483.6,-7.42,164.0,-251.0,8 days 22:44:12.631578947,19,47.37,52.63,0.72
117,CAG,Conagra Brands,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8220.56,81.29,8703.75,-483.19,15.0,4.0,78.95,-820.95,-8.12,580.0,-121.0,9 days 15:09:28.421052631,19,36.84,63.16,18.01
118,CXO,Concho Resources,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4643.18,69.01,6878.64,-2235.46,19.0,8.0,70.37,-537.7,-7.99,362.0,-279.0,6 days 17:46:40.000000000,27,74.07,25.93,3.08
119,COP,ConocoPhillips,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5612.78,58.2,6527.72,-914.94,25.0,12.0,67.57,-642.6,-6.66,261.0,-76.0,3 days 22:42:09.729729729,37,62.16,37.84,7.13
120,ED,Consolidated Edison,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,35032.14,37.17,36824.06,-1791.92,23.0,6.0,79.31,-2227.11,-2.36,1601.0,-299.0,4 days 12:24:49.655172413,29,58.62,41.38,20.55
121,STZ,Constellation Brands,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1672.95,-13.44,3115.63,-4788.58,6.0,6.0,50.0,-1833.05,-14.73,519.0,-798.0,16 days 18:00:00.000000000,12,33.33,66.67,0.65
122,GLW,Corning Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,778.62,9.25,801.9,-23.28,1.0,1.0,50.0,-742.5,-8.82,802.0,-23.0,3 days 12:00:00.000000000,2,0.0,100.0,34.45
123,COST,Costco Wholesale Corp.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4065.82,39.29,4795.05,-729.23,16.0,7.0,69.57,-468.69,-4.53,300.0,-104.0,7 days 00:00:00.000000000,23,56.52,43.48,6.58
124,COTY,"Coty, Inc",Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-8934.72,-60.72,5833.27,-14767.99,11.0,9.0,55.0,-2835.5,-19.27,530.0,-1641.0,9 days 06:00:00.000000000,20,40.0,60.0,0.39
125,CCI,Crown Castle International Corp.,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2267.22,7.74,5475.1,-3207.88,5.0,6.0,45.45,-830.7,-2.83,1095.0,-535.0,18 days 15:16:21.818181818,11,9.09,90.91,1.71
126,CSX,CSX Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,84.96,1.03,1722.04,-1637.08,2.0,3.0,40.0,-1400.7,-16.92,861.0,-546.0,37 days 19:12:00.000000000,5,0.0,100.0,1.05
127,CMI,Cummins Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,931.21,10.63,1774.73,-843.52,4.0,7.0,36.36,-1058.76,-12.09,444.0,-121.0,19 days 10:54:32.727272727,11,0.0,100.0,2.1
128,CVS,CVS Health,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7268.76,66.17,9043.82,-1775.06,19.0,8.0,70.37,-874.29,-7.96,476.0,-222.0,5 days 15:06:40.000000000,27,18.52,81.48,5.09
129,DHI,D. R. Horton,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5535.88,55.83,6692.85,-1156.97,25.0,6.0,80.65,-784.75,-7.91,268.0,-193.0,5 days 04:38:42.580645161,31,64.52,35.48,5.78
130,DHR,Danaher Corp.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-2059.62,-23.52,495.03,-2554.65,1.0,1.0,50.0,-250.56,-2.86,495.0,-2555.0,3 days 12:00:00.000000000,2,0.0,100.0,0.19
131,DRI,Darden Restaurants,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3618.68,15.63,6434.48,-2815.8,16.0,10.0,61.54,-1582.4,-6.83,402.0,-282.0,6 days 03:41:32.307692307,26,7.69,92.31,2.29
132,DVA,DaVita Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6109.26,105.94,6222.63,-113.37,23.0,4.0,85.19,-666.0,-11.55,271.0,-28.0,5 days 12:26:40.000000000,27,48.15,51.85,54.89
133,DE,Deere & Co.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,505.85,5.92,1700.69,-1194.84,5.0,3.0,62.5,-575.36,-6.74,340.0,-398.0,27 days 06:00:00.000000000,8,37.5,62.5,1.42
134,DAL,Delta Air Lines Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1077.7,12.91,1875.32,-797.62,7.0,3.0,70.0,-784.68,-9.4,268.0,-266.0,15 days 12:00:00.000000000,10,10.0,90.0,2.35
135,XRAY,Dentsply Sirona,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4220.43,38.38,4654.46,-434.03,20.0,7.0,74.07,-1078.0,-9.8,233.0,-62.0,4 days 00:00:00.000000000,27,25.93,74.07,10.72
136,DVN,Devon Energy Corp.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3189.35,79.72,4694.75,-1505.4,21.0,14.0,60.0,-604.45,-15.11,224.0,-108.0,4 days 10:17:08.571428571,35,22.86,77.14,3.12
137,DLR,Digital Realty Trust Inc,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1515.72,8.24,4974.64,-3458.92,11.0,10.0,52.38,-1154.16,-6.27,452.0,-346.0,8 days 13:42:51.428571428,21,0.0,100.0,1.44
138,DFS,Discover Financial Services,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5461.93,81.85,5535.32,-73.39,23.0,3.0,88.46,-441.65,-6.62,241.0,-24.0,6 days 12:00:00.000000000,26,80.77,19.23,75.42
139,DISCA,Discovery Inc. Class A,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,611.8,8.98,2135.23,-1523.43,3.0,4.0,42.86,-745.38,-10.95,712.0,-381.0,28 days 17:08:34.285714285,7,71.43,28.57,1.4
140,DISCK,Discovery Inc. Class C,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-190.1,-2.61,840.05,-1030.15,1.0,2.0,33.33,-690.9,-9.48,840.0,-515.0,5 days 00:00:00.000000000,3,66.67,33.33,0.82
141,DISH,Dish Network,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6515.3,87.4,7721.91,-1206.61,17.0,9.0,65.38,-1186.95,-15.92,454.0,-134.0,5 days 18:27:41.538461538,26,23.08,76.92,6.4
142,DG,Dollar General,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8060.43,47.22,8618.07,-557.64,10.0,2.0,83.33,-417.06,-2.44,862.0,-279.0,16 days 12:00:00.000000000,12,91.67,8.33,15.45
143,DLTR,Dollar Tree,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-391.74,-2.09,431.64,-823.38,1.0,2.0,33.33,-547.18,-2.92,432.0,-412.0,2 days 16:00:00.000000000,3,0.0,100.0,0.52
144,D,Dominion Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,14756.53,38.03,17050.07,-2293.54,17.0,5.0,77.27,-1878.75,-4.84,1003.0,-459.0,8 days 09:49:05.454545454,22,13.64,86.36,7.43
145,DOV,Dover Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2329.64,35.31,2607.56,-277.92,5.0,1.0,83.33,-635.46,-9.63,522.0,-278.0,35 days 16:00:00.000000000,6,83.33,16.67,9.38
146,DWDP,DowDuPont,Materials,247 days 00:00:00.000000000,2018-10-24,2019-06-28,-7312.34,-65.09,4022.48,-11334.82,11.0,4.0,73.33,-810.3,-7.21,366.0,-2834.0,11 days 04:48:00.000000000,15,66.67,33.33,0.35
147,DTE,DTE Energy Co.,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6887.73,19.23,8016.03,-1128.3,9.0,3.0,75.0,-888.25,-2.48,891.0,-376.0,14 days 20:00:00.000000000,12,91.67,8.33,7.1
148,DUK,Duke Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1533.26,2.39,4554.25,-3020.99,2.0,1.0,66.67,-922.5,-1.44,2277.0,-3021.0,8 days 16:00:00.000000000,3,0.0,100.0,1.51
149,DRE,Duke Realty Corp,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6329.54,49.58,6607.04,-277.5,22.0,2.0,91.67,-198.94,-1.56,300.0,-139.0,7 days 06:00:00.000000000,24,50.0,50.0,23.81
150,DXC,DXC Technology,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-837.83,-14.81,1696.31,-2534.14,11.0,10.0,52.38,-365.0,-6.45,154.0,-253.0,8 days 04:34:17.142857142,21,76.19,23.81,0.67
151,ETFC,E*Trade,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-192.9,-2.35,1372.68,-1565.58,6.0,9.0,40.0,-432.4,-5.27,229.0,-174.0,13 days 08:00:00.000000000,15,73.33,26.67,0.88
152,EMN,Eastman Chemical,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4908.5,68.11,5251.78,-343.28,18.0,6.0,75.0,-607.68,-8.43,292.0,-57.0,5 days 11:00:00.000000000,24,70.83,29.17,15.3
153,ETN,Eaton Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-596.12,-8.12,478.8,-1074.92,1.0,2.0,33.33,-413.7,-5.63,479.0,-537.0,14 days 00:00:00.000000000,3,0.0,100.0,0.45
154,EBAY,eBay Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1320.46,-18.52,1177.82,-2498.28,3.0,2.0,60.0,-149.8,-2.1,393.0,-1249.0,4 days 04:48:00.000000000,5,40.0,60.0,0.47
155,ECL,Ecolab Inc.,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1897.13,-15.22,1396.66,-3293.79,4.0,6.0,40.0,-582.66,-4.67,349.0,-549.0,14 days 02:24:00.000000000,10,0.0,100.0,0.42
156,EIX,Edison Int'l,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,24491.64,22.21,25612.73,-1121.09,6.0,1.0,85.71,-9029.42,-8.19,4269.0,-1121.0,30 days 10:17:08.571428571,7,42.86,57.14,22.85
157,EW,Edwards Lifesciences,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2509.92,21.95,5469.6,-2959.68,17.0,8.0,68.0,-1070.64,-9.37,322.0,-370.0,7 days 01:55:12.000000000,25,16.0,84.0,1.85
158,EA,Electronic Arts,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-5149.06,-56.05,2331.54,-7480.6,8.0,11.0,42.11,-515.2,-5.61,291.0,-680.0,10 days 18:56:50.526315789,19,42.11,57.89,0.31
159,EMR,Emerson Electric Company,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,43.75,0.59,1984.82,-1941.07,12.0,11.0,52.17,-412.5,-5.57,165.0,-176.0,7 days 21:54:46.956521739,23,47.83,52.17,1.02
160,ETR,Entergy Corp.,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,10581.15,35.05,10581.15,0.0,21.0,0.0001,100.0,-637.12,-2.11,504.0,0.0,7 days 11:25:42.857142857,21,66.67,33.33,inf
161,EOG,EOG Resources,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7941.85,116.96,8112.94,-171.09,32.0,3.0,91.43,-915.2,-13.48,254.0,-57.0,4 days 04:48:00.000000000,35,51.43,48.57,47.42
162,EQT,EQT Corporation,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,10561.95,56.26,15655.7,-5093.75,15.0,5.0,75.0,-3484.22,-18.56,1044.0,-1019.0,9 days 18:00:00.000000000,20,80.0,20.0,3.07
163,EFX,Equifax Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,830.63,10.48,1862.79,-1032.16,9.0,4.0,69.23,-619.65,-7.81,207.0,-258.0,11 days 14:46:09.230769230,13,53.85,46.15,1.8
164,EQIX,Equinix,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1443.21,9.8,5150.46,-3707.25,9.0,5.0,64.29,-404.67,-2.75,572.0,-741.0,10 days 15:25:42.857142857,14,50.0,50.0,1.39
165,EQR,Equity Residential,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2321.93,12.69,3404.68,-1082.75,7.0,4.0,63.64,-421.86,-2.31,486.0,-271.0,16 days 02:10:54.545454545,11,45.45,54.55,3.14
166,ESS,"Essex Property Trust, Inc.",Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8021.29,33.48,9049.65,-1028.36,15.0,4.0,78.95,-932.99,-3.89,603.0,-257.0,10 days 15:09:28.421052631,19,78.95,21.05,8.8
167,EL,Estee Lauder Cos.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-4168.96,-28.6,97.44,-4266.4,1.0,1.0,50.0,-842.24,-5.78,97.0,-4266.0,5 days 12:00:00.000000000,2,0.0,100.0,0.02
168,RE,Everest Re Group Ltd.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3453.81,6.36,9627.51,-6173.7,8.0,4.0,66.67,-2230.16,-4.1,1203.0,-1543.0,7 days 00:00:00.000000000,12,16.67,83.33,1.56
169,ES,Eversource Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,17604.72,38.97,18368.91,-764.19,22.0,3.0,88.0,-505.6,-1.12,835.0,-255.0,5 days 21:07:12.000000000,25,72.0,28.0,24.04
170,EXC,Exelon Corp.,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8751.65,25.3,10900.88,-2149.23,16.0,6.0,72.73,-2418.59,-6.99,681.0,-358.0,6 days 00:00:00.000000000,22,22.73,77.27,5.07
171,EXPE,Expedia Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5752.55,65.94,5832.86,-80.31,26.0,2.0,92.86,-667.99,-7.66,224.0,-40.0,4 days 14:34:17.142857142,28,71.43,28.57,72.63
172,EXPD,Expeditors International,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1261.9,11.2,2755.95,-1494.05,5.0,3.0,62.5,-1408.64,-12.5,551.0,-498.0,14 days 00:00:00.000000000,8,50.0,50.0,1.84
173,EXR,Extra Space Storage,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,18625.29,44.22,18855.63,-230.34,8.0,2.0,80.0,-408.04,-0.97,2357.0,-115.0,19 days 09:36:00.000000000,10,90.0,10.0,81.86
174,XOM,Exxon Mobil Corp.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-758.46,-7.59,1402.28,-2160.74,11.0,11.0,50.0,-865.26,-8.66,127.0,-196.0,7 days 16:21:49.090909090,22,36.36,63.64,0.65
175,FFIV,F5 Networks,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1708.62,15.97,3881.35,-2172.73,8.0,8.0,50.0,-691.6,-6.46,485.0,-272.0,12 days 21:00:00.000000000,16,93.75,6.25,1.79
176,FB,"Facebook, Inc.",Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-964.96,-10.95,934.96,-1899.92,1.0,2.0,33.33,-1114.76,-12.65,935.0,-950.0,13 days 16:00:00.000000000,3,0.0,100.0,0.49
177,FAST,Fastenal Co,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-494.83,-6.78,498.68,-993.51,1.0,1.0,50.0,-424.7,-5.82,499.0,-994.0,3 days 12:00:00.000000000,2,0.0,100.0,0.5
178,FRT,Federal Realty Investment Trust,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,10868.41,55.09,11213.97,-345.56,23.0,2.0,92.0,-1116.0,-5.66,488.0,-173.0,6 days 00:57:36.000000000,25,40.0,60.0,32.45
179,FDX,FedEx Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5051.68,89.14,5366.86,-315.18,27.0,7.0,79.41,-823.98,-14.54,199.0,-45.0,5 days 04:56:28.235294117,34,38.24,61.76,17.03
180,FIS,Fidelity National Information Services,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,941.62,5.87,4267.48,-3325.86,16.0,13.0,55.17,-540.6,-3.37,267.0,-256.0,4 days 05:47:35.172413793,29,10.34,89.66,1.28
181,FITB,Fifth Third Bancorp,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1273.56,16.86,2238.81,-965.25,8.0,4.0,66.67,-680.76,-9.01,280.0,-241.0,13 days 12:00:00.000000000,12,16.67,83.33,2.32
182,FE,FirstEnergy Corp,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,9766.91,28.83,11628.66,-1861.75,18.0,5.0,78.26,-1365.68,-4.03,646.0,-372.0,8 days 02:05:13.043478260,23,26.09,73.91,6.25
183,FISV,Fiserv Inc,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,645.67,5.28,4149.12,-3503.45,9.0,13.0,40.91,-945.4,-7.73,461.0,-269.0,7 days 04:21:49.090909090,22,72.73,27.27,1.18
184,FLIR,FLIR Systems,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1103.75,-12.81,0.0,-1103.75,0.0001,2.0,0.0,-49.44,-0.57,0.0,-552.0,0 days 12:00:00.000000000,2,0.0,100.0,0.0
185,FLS,Flowserve Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4295.95,70.46,5422.15,-1126.2,17.0,8.0,68.0,-936.0,-15.35,319.0,-141.0,7 days 13:26:24.000000000,25,44.0,56.0,4.81
186,FLR,Fluor Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-592.54,-13.07,772.38,-1364.92,2.0,2.0,50.0,-382.25,-8.43,386.0,-682.0,56 days 18:00:00.000000000,4,75.0,25.0,0.57
187,FMC,FMC Corporation,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,3156.89,46.2,3609.9,-453.01,13.0,5.0,72.22,-557.98,-8.17,278.0,-91.0,9 days 22:40:00.000000000,18,94.44,5.56,7.97
188,FL,Foot Locker Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,10158.01,99.52,12715.06,-2557.05,28.0,4.0,87.5,-2782.4,-27.26,454.0,-639.0,4 days 21:45:00.000000000,32,40.62,59.38,4.97
189,F,Ford Motor,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,607.6,6.43,3923.73,-3316.13,19.0,13.0,59.38,-786.0,-8.32,207.0,-255.0,4 days 23:15:00.000000000,32,53.12,46.88,1.18
190,FTV,Fortive Corp,Industrials,153 days 00:00:00.000000000,2019-03-08,2019-08-08,1425.27,17.79,2311.35,-886.08,9.0,4.0,69.23,-785.7,-9.81,257.0,-222.0,9 days 11:04:36.923076923,13,53.85,46.15,2.61
191,FBHS,Fortune Brands Home & Security,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7236.73,115.02,7357.32,-120.59,32.0,3.0,91.43,-600.32,-9.54,230.0,-40.0,4 days 13:42:51.428571428,35,42.86,57.14,61.01
192,BEN,Franklin Resources,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2344.45,27.18,2569.3,-224.85,8.0,2.0,80.0,-921.84,-10.69,321.0,-112.0,21 days 12:00:00.000000000,10,50.0,50.0,11.43
193,FCX,Freeport-McMoRan Inc.,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-322.36,-6.98,1087.79,-1410.15,3.0,4.0,42.86,-1232.01,-26.68,363.0,-353.0,26 days 20:34:17.142857143,7,100.0,0.0,0.77
194,GPS,Gap Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7738.61,56.84,10629.29,-2890.68,17.0,3.0,85.0,-2245.95,-16.5,625.0,-964.0,9 days 07:12:00.000000000,20,20.0,80.0,3.68
195,GRMN,Garmin Ltd.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,955.11,9.34,3070.97,-2115.86,12.0,10.0,54.55,-1054.55,-10.31,256.0,-212.0,7 days 14:10:54.545454545,22,13.64,86.36,1.45
196,IT,Gartner Inc,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2031.52,26.51,4081.26,-2049.74,13.0,10.0,56.52,-1966.05,-25.65,314.0,-205.0,7 days 07:18:15.652173913,23,17.39,82.61,1.99
197,GD,General Dynamics,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4821.2,59.45,5045.46,-224.26,18.0,5.0,78.26,-652.0,-8.04,280.0,-45.0,6 days 14:36:31.304347826,23,82.61,17.39,22.5
198,GE,General Electric,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7233.79,73.99,8138.43,-904.64,14.0,1.0,93.33,-932.9,-9.54,581.0,-905.0,11 days 19:12:00.000000000,15,93.33,6.67,9.0
199,GIS,General Mills,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,8719.64,68.73,9672.13,-952.49,10.0,3.0,76.92,-848.32,-6.69,967.0,-317.0,15 days 12:55:23.076923077,13,84.62,15.38,10.15
200,GM,General Motors,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,1194.52,15.89,2236.92,-1042.4,6.0,2.0,75.0,-682.65,-9.08,373.0,-521.0,19 days 03:00:00.000000000,8,37.5,62.5,2.15
201,GPC,Genuine Parts,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-1058.52,-9.14,456.96,-1515.48,1.0,2.0,33.33,-1344.7,-11.61,457.0,-758.0,16 days 00:00:00.000000000,3,66.67,33.33,0.3
202,GILD,Gilead Sciences,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,214.72,2.75,214.72,0.0,1.0,0.0001,99.99,-574.77,-7.37,215.0,0.0,0 days 00:00:00.000000000,1,0.0,100.0,inf
203,GPN,Global Payments Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-3311.28,-34.42,0.0,-3311.28,0.0001,1.0,0.01,-457.92,-4.76,0.0,-3311.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
204,GS,Goldman Sachs Group,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4874.7,64.7,4938.76,-64.06,20.0,3.0,86.96,-281.97,-3.74,247.0,-21.0,7 days 05:13:02.608695652,23,73.91,26.09,77.1
205,GT,Goodyear Tire & Rubber,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,2621.92,42.68,3774.32,-1152.4,18.0,5.0,78.26,-669.6,-10.9,210.0,-230.0,6 days 18:46:57.391304347,23,86.96,13.04,3.28
206,GWW,Grainger (W.W.) Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,-737.1,-7.12,0.0,-737.1,0.0001,1.0,0.01,-1022.04,-9.87,0.0,-737.0,0 days 00:00:00.000000000,1,100.0,0.0,0.0
207,HAL,Halliburton Co.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,4816.33,73.0,5149.01,-332.68,14.0,3.0,82.35,-785.42,-11.9,368.0,-111.0,9 days 11:17:38.823529411,17,70.59,29.41,15.48
208,HBI,Hanesbrands Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7541.01,86.01,8204.96,-663.95,17.0,7.0,70.83,-908.25,-10.36,483.0,-95.0,5 days 20:00:00.000000000,24,45.83,54.17,12.36
209,HOG,Harley-Davidson,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,5193.49,60.4,6496.92,-1303.43,24.0,8.0,75.0,-487.08,-5.66,271.0,-163.0,4 days 16:30:00.000000000,32,53.12,46.88,4.98
210,HRS,Harris Corporation,Information Technology,231 days 00:00:00.000000000,2018-11-16,2019-07-05,9351.63,76.09,9646.59,-294.96,17.0,5.0,77.27,-1764.58,-14.36,567.0,-59.0,8 days 07:38:10.909090909,22,72.73,27.27,32.7
211,HIG,Hartford Financial Svc.Gp.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,6004.62,36.26,6390.84,-386.22,12.0,2.0,85.71,-343.47,-2.07,533.0,-193.0,9 days 12:00:00.000000000,14,64.29,35.71,16.55
212,HAS,Hasbro Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,7747.57,81.4,7954.23,-206.66,31.0,5.0,86.11,-755.82,-7.94,257.0,-41.0,4 days 10:00:00.000000000,36,58.33,41.67,38.49
213,HCA,HCA Holdings,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,9003.13,88.61,10123.94,-1120.81,29.0,5.0,85.29,-1344.0,-13.23,349.0,-224.0,4 days 16:56:28.235294117,34,47.06,52.94,9.03
