,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
107,C,Citigroup Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496303.82,9926.08,2406.95,-1103.13,11.0,10.0,52.38,-484.12,-9.68,219.0,-110.0,9 days 04:34:17.142857142,21,61.9,38.1,2.18
108,CFG,Citizens Financial Group,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497951.01,9959.02,3405.74,-454.73,20.0,7.0,74.07,-441.45,-8.83,170.0,-65.0,6 days 07:06:40.000000000,27,70.37,29.63,7.49
109,CTXS,Citrix Systems,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495705.64,9914.11,705.64,0.0,1.0,0.0001,99.99,-697.82,-13.96,706.0,0.0,231 days 00:00:00.000000000,1,0.0,100.0,inf
110,CME,CME Group Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497313.14,9946.26,2914.27,-601.13,25.0,11.0,69.44,-184.75,-3.7,117.0,-55.0,4 days 02:40:00.000000000,36,11.11,88.89,4.85
111,CMS,CMS Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496640.96,9932.82,1640.96,0.0,13.0,0.0001,100.0,-200.25,-4.0,126.0,0.0,10 days 11:04:36.923076923,13,84.62,15.38,inf
112,KO,Coca-Cola Company (The),Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495680.93,9913.62,1651.54,-970.61,16.0,13.0,55.17,-482.78,-9.66,103.0,-75.0,5 days 23:10:20.689655172,29,27.59,72.41,1.7
113,CTSH,Cognizant Technology Solutions,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497289.01,9945.78,3063.64,-774.63,19.0,11.0,63.33,-774.2,-15.48,161.0,-70.0,5 days 20:48:00.000000000,30,53.33,46.67,3.95
114,CL,Colgate-Palmolive,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497639.53,9952.79,2796.47,-156.94,26.0,6.0,81.25,-241.2,-4.82,108.0,-26.0,5 days 03:45:00.000000000,32,37.5,62.5,17.82
115,CMCSA,Comcast Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495571.39,9911.43,1503.83,-932.44,21.0,7.0,75.0,-131.1,-2.62,72.0,-133.0,5 days 11:08:34.285714285,28,32.14,67.86,1.61
116,CMA,Comerica Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494519.58,9890.39,1254.91,-1735.33,10.0,9.0,52.63,-374.4,-7.49,125.0,-193.0,8 days 22:44:12.631578947,19,47.37,52.63,0.72
117,CAG,Conagra Brands,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499125.22,9982.5,4363.57,-238.35,16.0,3.0,84.21,-405.6,-8.11,273.0,-79.0,9 days 15:09:28.421052631,19,36.84,63.16,18.31
118,CXO,Concho Resources,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498438.1,9968.76,5096.28,-1658.18,19.0,8.0,70.37,-401.86,-8.04,268.0,-207.0,6 days 17:46:40.000000000,27,74.07,25.93,3.07
119,COP,ConocoPhillips,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497906.97,9958.14,3381.15,-474.18,25.0,12.0,67.57,-331.8,-6.64,135.0,-40.0,3 days 22:42:09.729729729,37,62.16,37.84,7.13
120,ED,Consolidated Edison,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496860.52,9937.21,1955.4,-94.88,23.0,6.0,79.31,-118.95,-2.38,85.0,-16.0,4 days 12:24:49.655172413,29,58.62,41.38,20.61
121,STZ,Constellation Brands,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494342.99,9886.86,1243.63,-1900.64,6.0,6.0,50.0,-721.2,-14.42,207.0,-317.0,16 days 18:00:00.000000000,12,33.33,66.67,0.65
122,GLW,Corning Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495464.33,9909.29,478.17,-13.84,1.0,1.0,50.0,-442.75,-8.86,478.0,-14.0,3 days 12:00:00.000000000,2,0.0,100.0,34.55
123,COST,Costco Wholesale Corp.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496982.18,9939.64,2329.65,-347.47,16.0,7.0,69.57,-229.75,-4.6,146.0,-50.0,7 days 00:00:00.000000000,23,56.52,43.48,6.7
124,COTY,"Coty, Inc",Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,492091.65,9841.83,2089.92,-4998.27,12.0,8.0,60.0,-964.6,-19.29,174.0,-625.0,9 days 06:00:00.000000000,20,40.0,60.0,0.42
125,CCI,Crown Castle International Corp.,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495381.22,9907.62,928.2,-546.98,5.0,6.0,45.45,-142.0,-2.84,186.0,-91.0,18 days 15:16:21.818181818,11,9.09,90.91,1.7
126,CSX,CSX Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495055.08,9901.1,1038.76,-983.68,2.0,3.0,40.0,-853.76,-17.08,519.0,-328.0,37 days 19:12:00.000000000,5,0.0,100.0,1.06
127,CMI,Cummins Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495526.03,9910.52,1011.47,-485.44,4.0,7.0,36.36,-602.04,-12.04,253.0,-69.0,19 days 10:54:32.727272727,11,0.0,100.0,2.08
128,CVS,CVS Health,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498305.5,9966.11,4113.48,-807.98,19.0,8.0,70.37,-398.64,-7.97,216.0,-101.0,5 days 15:06:40.000000000,27,18.52,81.48,5.09
129,DHI,D. R. Horton,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498145.48,9962.91,3729.98,-584.5,20.0,5.0,80.0,-249.76,-5.0,186.0,-117.0,7 days 00:57:36.000000000,25,52.0,48.0,6.38
130,DHR,Danaher Corp.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,493824.7,9876.49,284.5,-1459.8,1.0,1.0,50.0,-144.0,-2.88,284.0,-1460.0,3 days 12:00:00.000000000,2,0.0,100.0,0.19
131,DRI,Darden Restaurants,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495783.7,9915.67,1390.98,-607.28,16.0,10.0,61.54,-344.0,-6.88,87.0,-61.0,6 days 03:41:32.307692307,26,7.69,92.31,2.29
132,DVA,DaVita Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,500301.95,10006.04,5400.18,-98.23,23.0,4.0,85.19,-579.42,-11.59,235.0,-25.0,5 days 12:26:40.000000000,27,48.15,51.85,54.97
133,DE,Deere & Co.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495290.92,9905.82,991.82,-700.9,5.0,3.0,62.5,-337.28,-6.75,198.0,-234.0,27 days 06:00:00.000000000,8,37.5,62.5,1.42
134,DAL,Delta Air Lines Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494927.19,9898.54,784.02,-856.83,3.0,3.0,50.0,-472.82,-9.46,261.0,-286.0,16 days 20:00:00.000000000,6,0.0,100.0,0.92
135,XRAY,Dentsply Sirona,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496917.44,9938.35,2114.87,-197.43,20.0,7.0,74.07,-489.5,-9.79,106.0,-28.0,4 days 00:00:00.000000000,27,25.93,74.07,10.71
136,DVN,Devon Energy Corp.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498989.72,9979.79,5872.02,-1882.3,21.0,14.0,60.0,-754.6,-15.09,280.0,-134.0,4 days 10:17:08.571428571,35,22.86,77.14,3.12
137,DLR,Digital Realty Trust Inc,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495412.43,9908.25,1352.47,-940.04,11.0,10.0,52.38,-316.02,-6.32,123.0,-94.0,8 days 13:42:51.428571428,21,0.0,100.0,1.44
138,DFS,Discover Financial Services,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499085.16,9981.7,4140.4,-55.24,23.0,3.0,88.46,-332.75,-6.65,180.0,-18.0,6 days 12:00:00.000000000,26,80.77,19.23,74.95
139,DISCA,Discovery Inc. Class A,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495449.84,9909.0,1570.21,-1120.37,3.0,4.0,42.86,-548.43,-10.97,523.0,-280.0,28 days 17:08:34.285714285,7,71.43,28.57,1.4
140,DISCK,Discovery Inc. Class C,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494871.8,9897.44,576.94,-705.14,1.0,2.0,33.33,-472.85,-9.46,577.0,-353.0,5 days 00:00:00.000000000,3,66.67,33.33,0.82
141,DISH,Dish Network,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499362.92,9987.26,5172.99,-810.07,17.0,9.0,65.38,-793.35,-15.87,304.0,-90.0,5 days 18:27:41.538461538,26,23.08,76.92,6.39
142,DG,Dollar General,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497358.83,9947.18,2520.84,-162.01,10.0,2.0,83.33,-122.47,-2.45,252.0,-81.0,16 days 12:00:00.000000000,12,91.67,8.33,15.56
143,DLTR,Dollar Tree,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494895.0,9897.9,114.84,-219.84,1.0,2.0,33.33,-145.58,-2.91,115.0,-110.0,2 days 16:00:00.000000000,3,0.0,100.0,0.52
144,D,Dominion Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496903.63,9938.07,2199.09,-295.46,17.0,5.0,77.27,-243.75,-4.88,129.0,-59.0,8 days 09:49:05.454545454,22,13.64,86.36,7.44
145,DOV,Dover Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496761.72,9935.23,1974.02,-212.3,5.0,1.0,83.33,-478.38,-9.57,395.0,-212.0,35 days 16:00:00.000000000,6,83.33,16.67,9.3
146,DWDP,DowDuPont,Materials,247 days 00:00:00.000000000,2018-10-24,2019-06-28,502385.53,10047.71,7385.53,0.0,1.0,0.0001,99.99,-2990.46,-59.81,7386.0,0.0,0 days 00:00:00.000000000,1,0.0,100.0,inf
147,DTE,DTE Energy Co.,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495959.92,9919.2,1117.9,-157.98,9.0,3.0,75.0,-122.74,-2.45,124.0,-53.0,14 days 20:00:00.000000000,12,91.67,8.33,7.08
148,DUK,Duke Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495147.22,9902.94,358.12,-210.9,2.0,1.0,66.67,-72.57,-1.45,179.0,-211.0,8 days 16:00:00.000000000,3,0.0,100.0,1.7
149,DRE,Duke Realty Corp,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497479.74,9949.59,2588.54,-108.8,22.0,2.0,91.67,-77.91,-1.56,118.0,-54.0,7 days 06:00:00.000000000,24,50.0,50.0,23.79
150,DXC,DXC Technology,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494262.0,9885.24,1501.99,-2239.99,11.0,10.0,52.38,-321.2,-6.42,137.0,-224.0,8 days 04:34:17.142857142,21,76.19,23.81,0.67
151,ETFC,E*Trade,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494886.35,9897.73,838.26,-951.91,6.0,9.0,40.0,-264.5,-5.29,140.0,-106.0,13 days 08:00:00.000000000,15,73.33,26.67,0.88
152,EMN,Eastman Chemical,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498407.21,9968.14,3645.2,-237.99,18.0,6.0,75.0,-424.11,-8.48,203.0,-40.0,5 days 11:00:00.000000000,24,70.83,29.17,15.32
153,ETN,Eaton Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494461.36,9889.23,0.0,-538.64,0.0001,2.0,0.0,-328.32,-6.57,0.0,-269.0,22 days 00:00:00.000000000,2,0.0,100.0,0.0
154,EBAY,eBay Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494069.0,9881.38,824.74,-1755.74,3.0,2.0,60.0,-105.0,-2.1,275.0,-878.0,4 days 04:48:00.000000000,5,40.0,60.0,0.47
155,ECL,Ecolab Inc.,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494084.78,9881.7,526.46,-1441.68,3.0,7.0,30.0,-231.66,-4.63,175.0,-206.0,14 days 02:24:00.000000000,10,0.0,100.0,0.37
156,EIX,Edison Int'l,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496113.43,9922.27,1164.55,-51.12,6.0,1.0,85.71,-411.08,-8.22,194.0,-51.0,30 days 10:17:08.571428571,7,42.86,57.14,22.78
157,EW,Edwards Lifesciences,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496109.28,9922.19,2404.73,-1295.45,17.0,8.0,68.0,-475.84,-9.52,141.0,-162.0,7 days 01:55:12.000000000,25,16.0,84.0,1.86
158,EA,Electronic Arts,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,492191.8,9843.84,1272.07,-4080.27,8.0,11.0,42.11,-282.24,-5.64,159.0,-371.0,10 days 18:56:50.526315789,19,42.11,57.89,0.31
159,EMR,Emerson Electric Company,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495033.98,9900.68,1340.6,-1306.62,12.0,11.0,52.17,-277.2,-5.54,112.0,-119.0,7 days 21:54:46.956521739,23,47.83,52.17,1.03
160,ETR,Entergy Corp.,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496751.55,9935.03,1751.55,0.0,21.0,0.0001,100.0,-105.04,-2.1,83.0,0.0,7 days 11:25:42.857142857,21,66.67,33.33,inf
161,EOG,EOG Resources,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,500850.85,10017.02,5976.63,-125.78,32.0,3.0,91.43,-675.84,-13.52,187.0,-42.0,4 days 04:48:00.000000000,35,51.43,48.57,47.52
162,EQT,EQT Corporation,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497812.98,9956.26,4169.09,-1356.11,15.0,5.0,75.0,-927.28,-18.55,278.0,-271.0,9 days 18:00:00.000000000,20,80.0,20.0,3.07
163,EFX,Equifax Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495514.05,9910.28,1175.16,-661.11,9.0,4.0,69.23,-390.15,-7.8,131.0,-165.0,11 days 14:46:09.230769230,13,53.85,46.15,1.78
164,EQIX,Equinix,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495495.81,9909.92,1759.24,-1263.43,9.0,5.0,64.29,-138.18,-2.76,195.0,-253.0,10 days 15:25:42.857142857,14,50.0,50.0,1.39
165,EQR,Equity Residential,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495635.4,9912.71,932.03,-296.63,7.0,4.0,63.64,-115.7,-2.31,133.0,-74.0,16 days 02:10:54.545454545,11,45.45,54.55,3.14
166,ESS,"Essex Property Trust, Inc.",Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496670.88,9933.42,1885.01,-214.13,15.0,4.0,78.95,-188.96,-3.78,126.0,-54.0,10 days 15:09:28.421052631,19,78.95,21.05,8.8
167,EL,Estee Lauder Cos.,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,493593.15,9871.86,33.06,-1439.91,1.0,1.0,50.0,-285.76,-5.72,33.0,-1440.0,5 days 12:00:00.000000000,2,0.0,100.0,0.02
168,RE,Everest Re Group Ltd.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495315.19,9906.3,881.05,-565.86,8.0,4.0,66.67,-201.08,-4.02,110.0,-141.0,7 days 00:00:00.000000000,12,16.67,83.33,1.56
169,ES,Eversource Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496951.01,9939.02,2035.6,-84.59,22.0,3.0,88.0,-56.0,-1.12,93.0,-28.0,5 days 21:07:12.000000000,25,72.0,28.0,24.06
170,EXC,Exelon Corp.,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496267.75,9925.36,1578.0,-310.25,16.0,6.0,72.73,-350.47,-7.01,99.0,-52.0,6 days 00:00:00.000000000,22,22.73,77.27,5.09
171,EXPE,Expedia Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498289.76,9965.8,3335.34,-45.58,26.0,2.0,92.86,-378.86,-7.58,128.0,-23.0,4 days 14:34:17.142857142,28,71.43,28.57,73.18
172,EXPD,Expeditors International,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495559.59,9911.19,1223.71,-664.12,5.0,3.0,62.5,-624.96,-12.5,245.0,-221.0,14 days 00:00:00.000000000,8,50.0,50.0,1.84
173,EXR,Extra Space Storage,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497206.37,9944.13,2233.67,-27.3,8.0,2.0,80.0,-48.48,-0.97,279.0,-14.0,19 days 09:36:00.000000000,10,90.0,10.0,81.82
174,XOM,Exxon Mobil Corp.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494624.42,9892.49,702.08,-1077.66,11.0,11.0,50.0,-432.63,-8.65,64.0,-98.0,7 days 16:21:49.090909090,22,36.36,63.64,0.65
175,FFIV,F5 Networks,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495798.21,9915.96,1804.35,-1006.14,8.0,8.0,50.0,-318.5,-6.37,226.0,-126.0,12 days 21:00:00.000000000,16,93.75,6.25,1.79
176,FB,"Facebook, Inc.",Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494443.1,9888.86,527.8,-1084.7,1.0,2.0,33.33,-629.3,-12.59,528.0,-542.0,13 days 16:00:00.000000000,3,0.0,100.0,0.49
177,FAST,Fastenal Co,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494663.86,9893.28,342.16,-678.3,1.0,1.0,50.0,-291.4,-5.83,342.0,-678.0,3 days 12:00:00.000000000,2,0.0,100.0,0.5
178,FRT,Federal Realty Investment Trust,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497744.79,9954.9,2832.57,-87.78,23.0,2.0,92.0,-280.8,-5.62,123.0,-44.0,6 days 00:57:36.000000000,25,40.0,60.0,32.27
179,FDX,FedEx Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499426.64,9988.53,4704.41,-277.77,27.0,7.0,79.41,-717.66,-14.35,174.0,-40.0,5 days 04:56:28.235294117,34,38.24,61.76,16.94
180,FIS,Fidelity National Information Services,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495298.78,9905.98,1335.59,-1036.81,16.0,13.0,55.17,-170.0,-3.4,83.0,-80.0,4 days 05:47:35.172413793,29,10.34,89.66,1.29
181,FITB,Fifth Third Bancorp,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495842.38,9916.85,1480.51,-638.13,8.0,4.0,66.67,-448.96,-8.98,185.0,-160.0,13 days 12:00:00.000000000,12,16.67,83.33,2.32
182,FE,FirstEnergy Corp,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495763.42,9915.27,943.42,-180.0,12.0,4.0,75.0,-126.72,-2.53,79.0,-45.0,11 days 18:00:00.000000000,16,12.5,87.5,5.24
183,FISV,Fiserv Inc,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495263.56,9905.27,1698.66,-1435.1,9.0,13.0,40.91,-388.6,-7.77,189.0,-110.0,7 days 04:21:49.090909090,22,72.73,27.27,1.18
184,FLIR,FLIR Systems,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494356.28,9887.13,0.0,-643.72,0.0001,2.0,0.0,-28.56,-0.57,0.0,-322.0,0 days 12:00:00.000000000,2,0.0,100.0,0.0
185,FLS,Flowserve Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498522.51,9970.45,4445.41,-922.9,17.0,8.0,68.0,-768.0,-15.36,261.0,-115.0,7 days 13:26:24.000000000,25,44.0,56.0,4.82
186,FLR,Fluor Corp.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494347.05,9886.94,850.86,-1503.81,2.0,2.0,50.0,-420.75,-8.42,425.0,-752.0,56 days 18:00:00.000000000,4,75.0,25.0,0.57
187,FMC,FMC Corporation,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497309.74,9946.19,2639.66,-329.92,13.0,5.0,72.22,-406.3,-8.13,203.0,-66.0,9 days 22:40:00.000000000,18,94.44,5.56,8.0
188,FL,Foot Locker Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499978.01,9999.56,6233.89,-1255.88,28.0,4.0,87.5,-1368.64,-27.37,223.0,-314.0,4 days 21:45:00.000000000,32,40.62,59.38,4.96
189,F,Ford Motor,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495321.89,9906.44,2075.76,-1753.87,19.0,13.0,59.38,-415.5,-8.31,109.0,-135.0,4 days 23:15:00.000000000,32,53.12,46.88,1.18
190,FTV,Fortive Corp,Industrials,153 days 00:00:00.000000000,2019-03-08,2019-08-08,495895.46,9917.91,1447.56,-552.1,9.0,4.0,69.23,-494.1,-9.88,161.0,-138.0,9 days 11:04:36.923076923,13,53.85,46.15,2.62
191,FBHS,Fortune Brands Home & Security,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,500755.73,10015.11,5851.49,-95.76,32.0,3.0,91.43,-477.04,-9.54,183.0,-32.0,4 days 13:42:51.428571428,35,42.86,57.14,61.11
192,BEN,Franklin Resources,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496359.17,9927.18,1489.52,-130.35,8.0,2.0,80.0,-534.4,-10.69,186.0,-65.0,21 days 12:00:00.000000000,10,50.0,50.0,11.43
193,FCX,Freeport-McMoRan Inc.,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494652.28,9893.05,1178.77,-1526.49,3.0,4.0,42.86,-1333.8,-26.68,393.0,-382.0,26 days 20:34:17.142857143,7,100.0,0.0,0.77
194,GPS,Gap Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497837.94,9956.76,3899.35,-1061.41,17.0,3.0,85.0,-824.55,-16.49,229.0,-354.0,9 days 07:12:00.000000000,20,20.0,80.0,3.67
195,GRMN,Garmin Ltd.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495461.7,9909.23,1498.21,-1036.51,12.0,10.0,54.55,-513.52,-10.27,125.0,-104.0,7 days 14:10:54.545454545,22,13.64,86.36,1.45
196,IT,Gartner Inc,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496293.05,9925.86,2642.96,-1349.91,13.0,10.0,56.52,-1267.01,-25.34,203.0,-135.0,7 days 07:18:15.652173913,23,17.39,82.61,1.96
197,GD,General Dynamics,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497988.04,9959.76,3127.02,-138.98,18.0,5.0,78.26,-404.24,-8.08,174.0,-28.0,6 days 14:36:31.304347826,23,82.61,17.39,22.5
198,GE,General Electric,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498697.87,9973.96,4160.75,-462.88,14.0,1.0,93.33,-476.9,-9.54,297.0,-463.0,11 days 19:12:00.000000000,15,93.33,6.67,8.99
199,GIS,General Mills,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498482.8,9969.66,3852.63,-369.83,13.0,3.0,81.25,-334.4,-6.69,296.0,-123.0,12 days 04:30:00.000000000,16,81.25,18.75,10.42
200,GM,General Motors,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495392.3,9907.85,1194.39,-802.09,5.0,3.0,62.5,-326.04,-6.52,239.0,-267.0,18 days 18:00:00.000000000,8,25.0,75.0,1.49
201,GPC,Genuine Parts,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494543.54,9890.87,199.68,-656.14,1.0,2.0,33.33,-583.1,-11.66,200.0,-328.0,16 days 00:00:00.000000000,3,66.67,33.33,0.3
202,GILD,Gilead Sciences,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495137.28,9902.75,137.28,0.0,1.0,0.0001,99.99,-367.08,-7.34,137.0,0.0,0 days 00:00:00.000000000,1,0.0,100.0,inf
203,GPN,Global Payments Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,493137.28,9862.75,0.0,-1862.72,0.0001,1.0,0.01,-238.5,-4.77,0.0,-1863.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
204,GS,Goldman Sachs Group,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498243.16,9964.86,3285.88,-42.72,20.0,3.0,86.96,-187.98,-3.76,164.0,-14.0,7 days 05:13:02.608695652,23,73.91,26.09,76.92
205,GT,Goodyear Tire & Rubber,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497137.74,9942.75,3075.54,-937.8,18.0,5.0,78.26,-544.32,-10.89,171.0,-188.0,6 days 18:46:57.391304347,23,86.96,13.04,3.28
206,GWW,Grainger (W.W.) Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494822.16,9896.44,0.0,-177.84,0.0001,1.0,0.01,-511.02,-10.22,0.0,-178.0,0 days 00:00:00.000000000,1,100.0,0.0,0.0
207,HAL,Halliburton Co.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498647.36,9972.95,3898.88,-251.52,14.0,3.0,82.35,-595.12,-11.9,278.0,-84.0,9 days 11:17:38.823529411,17,70.59,29.41,15.5
208,HBI,Hanesbrands Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499300.17,9986.0,4678.93,-378.76,17.0,7.0,70.83,-519.0,-10.38,275.0,-54.0,5 days 20:00:00.000000000,24,45.83,54.17,12.35
209,HOG,Harley-Davidson,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498019.98,9960.4,3778.47,-758.49,24.0,8.0,75.0,-283.14,-5.66,157.0,-95.0,4 days 16:30:00.000000000,32,53.12,46.88,4.98
210,HRS,Harris Corporation,Information Technology,231 days 00:00:00.000000000,2018-11-16,2019-07-05,498819.39,9976.39,3938.11,-118.72,17.0,5.0,77.27,-722.84,-14.46,232.0,-24.0,8 days 07:38:10.909090909,22,72.73,27.27,33.17
211,HIG,Hartford Financial Svc.Gp.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496809.57,9936.19,1925.73,-116.16,12.0,2.0,85.71,-103.79,-2.08,160.0,-58.0,9 days 12:00:00.000000000,14,64.29,35.71,16.58
212,HAS,Hasbro Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499074.28,9981.49,4182.96,-108.68,31.0,5.0,86.11,-397.29,-7.95,135.0,-22.0,4 days 10:00:00.000000000,36,58.33,41.67,38.49
213,HCA,HCA Holdings,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499412.68,9988.25,4966.58,-553.9,29.0,5.0,85.29,-652.8,-13.06,171.0,-111.0,4 days 16:56:28.235294117,34,47.06,52.94,8.97
214,HCP,HCP Inc.,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496828.89,9936.58,2315.82,-486.93,17.0,5.0,77.27,-289.14,-5.78,136.0,-97.0,5 days 18:32:43.636363636,22,27.27,72.73,4.76
